##hsa	Homo sapiens (human)
##Method: BLAST	Options: evalue <= 1e-05
##Summary:	54 succeed, 104 fail

#Query	Gene ID|Gene name|Hyperlink
                    	cell	Gene Ontology Slim	GO:0005623
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	cytoskeleton	Gene Ontology Slim	GO:0005856
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	NTX41956
////
Query:              	NTX41957
////
Query:              	NTX41958
////
Query:              	NTX41959
////
Query:              	NTX42998
////
Query:              	NTX43000
////
Query:              	NTX49728
////
Query:              	NTX51254
////
Query:              	NTX56407
Gene:               	hsa:4925	NUCB2, HEL-S-109, NEFA
Entrez Gene ID:      	4925
Disease:            	Height	NHGRI GWAS Catalog	
GO:                 	peptide secretion	Gene Ontology	GO:0002790
                    	regulation of peptide secretion	Gene Ontology	GO:0002791
                    	negative regulation of peptide secretion	Gene Ontology	GO:0002792
                    	nucleic acid binding	Gene Ontology	GO:0003676
                    	DNA binding	Gene Ontology	GO:0003677
                    	receptor binding	Gene Ontology	GO:0005102
                    	cytokine receptor binding	Gene Ontology	GO:0005126
                    	tumor necrosis factor receptor binding	Gene Ontology	GO:0005164
                    	binding	Gene Ontology	GO:0005488
                    	calcium ion binding	Gene Ontology	GO:0005509
                    	protein binding	Gene Ontology	GO:0005515
                    	extracellular region	Gene Ontology	GO:0005576
                    	extracellular space	Gene Ontology	GO:0005615
                    	intracellular	Gene Ontology	GO:0005622
                    	cell	Gene Ontology	GO:0005623
                    	nucleus	Gene Ontology	GO:0005634
                    	nuclear envelope	Gene Ontology	GO:0005635
                    	nuclear outer membrane	Gene Ontology	GO:0005640
                    	cytoplasm	Gene Ontology	GO:0005737
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	endoplasmic reticulum-Golgi intermediate compartment	Gene Ontology	GO:0005793
                    	Golgi apparatus	Gene Ontology	GO:0005794
                    	Golgi stack	Gene Ontology	GO:0005795
                    	Golgi medial cisterna	Gene Ontology	GO:0005797
                    	cytosol	Gene Ontology	GO:0005829
                    	plasma membrane	Gene Ontology	GO:0005886
                    	organic acid metabolic process	Gene Ontology	GO:0006082
                    	nucleobase-containing compound metabolic process	Gene Ontology	GO:0006139
                    	regulation of nucleotide metabolic process	Gene Ontology	GO:0006140
                    	purine nucleotide metabolic process	Gene Ontology	GO:0006163
                    	purine nucleotide biosynthetic process	Gene Ontology	GO:0006164
                    	cAMP biosynthetic process	Gene Ontology	GO:0006171
                    	lipid metabolic process	Gene Ontology	GO:0006629
                    	fatty acid metabolic process	Gene Ontology	GO:0006631
                    	cellular aromatic compound metabolic process	Gene Ontology	GO:0006725
                    	nucleoside phosphate metabolic process	Gene Ontology	GO:0006753
                    	phosphorus metabolic process	Gene Ontology	GO:0006793
                    	phosphate-containing compound metabolic process	Gene Ontology	GO:0006796
                    	nitrogen compound metabolic process	Gene Ontology	GO:0006807
                    	transport	Gene Ontology	GO:0006810
                    	lipid transport	Gene Ontology	GO:0006869
                    	response to stress	Gene Ontology	GO:0006950
                    	cell communication	Gene Ontology	GO:0007154
                    	signal transduction	Gene Ontology	GO:0007165
                    	cell surface receptor signaling pathway	Gene Ontology	GO:0007166
                    	enzyme linked receptor protein signaling pathway	Gene Ontology	GO:0007167
                    	transmembrane receptor protein tyrosine kinase signaling pathway	Gene Ontology	GO:0007169
                    	cell-cell signaling	Gene Ontology	GO:0007267
                    	metabolic process	Gene Ontology	GO:0008152
                    	insulin receptor signaling pathway	Gene Ontology	GO:0008286
                    	biosynthetic process	Gene Ontology	GO:0009058
                    	nucleotide metabolic process	Gene Ontology	GO:0009117
                    	purine ribonucleotide metabolic process	Gene Ontology	GO:0009150
                    	purine ribonucleotide biosynthetic process	Gene Ontology	GO:0009152
                    	nucleotide biosynthetic process	Gene Ontology	GO:0009165
                    	cyclic nucleotide metabolic process	Gene Ontology	GO:0009187
                    	cyclic nucleotide biosynthetic process	Gene Ontology	GO:0009190
                    	ribonucleotide metabolic process	Gene Ontology	GO:0009259
                    	ribonucleotide biosynthetic process	Gene Ontology	GO:0009260
                    	response to external stimulus	Gene Ontology	GO:0009605
                    	response to endogenous stimulus	Gene Ontology	GO:0009719
                    	response to hormone	Gene Ontology	GO:0009725
                    	response to carbohydrate	Gene Ontology	GO:0009743
                    	response to hexose	Gene Ontology	GO:0009746
                    	response to glucose	Gene Ontology	GO:0009749
                    	regulation of biosynthetic process	Gene Ontology	GO:0009889
                    	negative regulation of biosynthetic process	Gene Ontology	GO:0009890
                    	negative regulation of metabolic process	Gene Ontology	GO:0009892
                    	positive regulation of metabolic process	Gene Ontology	GO:0009893
                    	hormone transport	Gene Ontology	GO:0009914
                    	regulation of signal transduction	Gene Ontology	GO:0009966
                    	negative regulation of signal transduction	Gene Ontology	GO:0009968
                    	cellular process	Gene Ontology	GO:0009987
                    	response to extracellular stimulus	Gene Ontology	GO:0009991
                    	response to organic substance	Gene Ontology	GO:0010033
                    	response to organonitrogen compound	Gene Ontology	GO:0010243
                    	negative regulation of phosphorus metabolic process	Gene Ontology	GO:0010563
                    	regulation of cellular ketone metabolic process	Gene Ontology	GO:0010565
                    	regulation of cell communication	Gene Ontology	GO:0010646
                    	negative regulation of cell communication	Gene Ontology	GO:0010648
                    	regulation of hormone levels	Gene Ontology	GO:0010817
                    	lipid localization	Gene Ontology	GO:0010876
                    	endomembrane system	Gene Ontology	GO:0012505
                    	peptide transport	Gene Ontology	GO:0015833
                    	organic hydroxy compound transport	Gene Ontology	GO:0015850
                    	membrane	Gene Ontology	GO:0016020
                    	heterocycle biosynthetic process	Gene Ontology	GO:0018130
                    	regulation of lipid metabolic process	Gene Ontology	GO:0019216
                    	regulation of fatty acid metabolic process	Gene Ontology	GO:0019217
                    	regulation of nucleobase-containing compound metabolic process	Gene Ontology	GO:0019219
                    	regulation of phosphate metabolic process	Gene Ontology	GO:0019220
                    	regulation of metabolic process	Gene Ontology	GO:0019222
                    	fatty acid oxidation	Gene Ontology	GO:0019395
                    	aromatic compound biosynthetic process	Gene Ontology	GO:0019438
                    	protein metabolic process	Gene Ontology	GO:0019538
                    	organophosphate metabolic process	Gene Ontology	GO:0019637
                    	ribose phosphate metabolic process	Gene Ontology	GO:0019693
                    	carboxylic acid metabolic process	Gene Ontology	GO:0019752
                    	outer membrane	Gene Ontology	GO:0019867
                    	regulation of signaling	Gene Ontology	GO:0023051
                    	signaling	Gene Ontology	GO:0023052
                    	negative regulation of signaling	Gene Ontology	GO:0023057
                    	signal release	Gene Ontology	GO:0023061
                    	peptide hormone secretion	Gene Ontology	GO:0030072
                    	cell differentiation	Gene Ontology	GO:0030154
                    	lipid modification	Gene Ontology	GO:0030258
                    	regulation of cyclic nucleotide metabolic process	Gene Ontology	GO:0030799
                    	negative regulation of cyclic nucleotide metabolic process	Gene Ontology	GO:0030800
                    	regulation of cyclic nucleotide biosynthetic process	Gene Ontology	GO:0030802
                    	negative regulation of cyclic nucleotide biosynthetic process	Gene Ontology	GO:0030803
                    	regulation of nucleotide biosynthetic process	Gene Ontology	GO:0030808
                    	negative regulation of nucleotide biosynthetic process	Gene Ontology	GO:0030809
                    	regulation of cAMP metabolic process	Gene Ontology	GO:0030814
                    	negative regulation of cAMP metabolic process	Gene Ontology	GO:0030815
                    	regulation of cAMP biosynthetic process	Gene Ontology	GO:0030817
                    	negative regulation of cAMP biosynthetic process	Gene Ontology	GO:0030818
                    	organelle membrane	Gene Ontology	GO:0031090
                    	regulation of cellular metabolic process	Gene Ontology	GO:0031323
                    	negative regulation of cellular metabolic process	Gene Ontology	GO:0031324
                    	positive regulation of cellular metabolic process	Gene Ontology	GO:0031325
                    	regulation of cellular biosynthetic process	Gene Ontology	GO:0031326
                    	negative regulation of cellular biosynthetic process	Gene Ontology	GO:0031327
                    	response to nutrient levels	Gene Ontology	GO:0031667
                    	nuclear membrane	Gene Ontology	GO:0031965
                    	organelle envelope	Gene Ontology	GO:0031967
                    	organelle outer membrane	Gene Ontology	GO:0031968
                    	envelope	Gene Ontology	GO:0031975
                    	vesicle	Gene Ontology	GO:0031982
                    	organelle subcompartment	Gene Ontology	GO:0031984
                    	Golgi cisterna	Gene Ontology	GO:0031985
                    	membrane-bounded vesicle	Gene Ontology	GO:0031988
                    	response to food	Gene Ontology	GO:0032094
                    	regulation of response to food	Gene Ontology	GO:0032095
                    	negative regulation of response to food	Gene Ontology	GO:0032096
                    	regulation of appetite	Gene Ontology	GO:0032098
                    	negative regulation of appetite	Gene Ontology	GO:0032099
                    	regulation of response to external stimulus	Gene Ontology	GO:0032101
                    	negative regulation of response to external stimulus	Gene Ontology	GO:0032102
                    	regulation of response to extracellular stimulus	Gene Ontology	GO:0032104
                    	negative regulation of response to extracellular stimulus	Gene Ontology	GO:0032105
                    	regulation of response to nutrient levels	Gene Ontology	GO:0032107
                    	negative regulation of response to nutrient levels	Gene Ontology	GO:0032108
                    	regulation of lipid transport	Gene Ontology	GO:0032368
                    	positive regulation of lipid transport	Gene Ontology	GO:0032370
                    	developmental process	Gene Ontology	GO:0032502
                    	monocarboxylic acid metabolic process	Gene Ontology	GO:0032787
                    	tumor necrosis factor receptor superfamily binding	Gene Ontology	GO:0032813
                    	response to insulin	Gene Ontology	GO:0032868
                    	cellular response to insulin stimulus	Gene Ontology	GO:0032869
                    	cellular response to hormone stimulus	Gene Ontology	GO:0032870
                    	regulation of localization	Gene Ontology	GO:0032879
                    	secretion by cell	Gene Ontology	GO:0032940
                    	macromolecule localization	Gene Ontology	GO:0033036
                    	response to monosaccharide	Gene Ontology	GO:0034284
                    	lipid oxidation	Gene Ontology	GO:0034440
                    	cellular nitrogen compound metabolic process	Gene Ontology	GO:0034641
                    	nucleobase-containing compound biosynthetic process	Gene Ontology	GO:0034654
                    	response to gonadotropin	Gene Ontology	GO:0034698
                    	testosterone secretion	Gene Ontology	GO:0035936
                    	nuclear outer membrane-endoplasmic reticulum membrane network	Gene Ontology	GO:0042175
                    	cellular ketone metabolic process	Gene Ontology	GO:0042180
                    	response to chemical	Gene Ontology	GO:0042221
                    	response to starvation	Gene Ontology	GO:0042594
                    	amide transport	Gene Ontology	GO:0042886
                    	ion binding	Gene Ontology	GO:0043167
                    	cation binding	Gene Ontology	GO:0043169
                    	macromolecule metabolic process	Gene Ontology	GO:0043170
                    	organelle	Gene Ontology	GO:0043226
                    	membrane-bounded organelle	Gene Ontology	GO:0043227
                    	intracellular organelle	Gene Ontology	GO:0043229
                    	extracellular organelle	Gene Ontology	GO:0043230
                    	intracellular membrane-bounded organelle	Gene Ontology	GO:0043231
                    	response to peptide hormone	Gene Ontology	GO:0043434
                    	oxoacid metabolic process	Gene Ontology	GO:0043436
                    	cellular metabolic process	Gene Ontology	GO:0044237
                    	primary metabolic process	Gene Ontology	GO:0044238
                    	cellular biosynthetic process	Gene Ontology	GO:0044249
                    	cellular lipid metabolic process	Gene Ontology	GO:0044255
                    	cellular nitrogen compound biosynthetic process	Gene Ontology	GO:0044271
                    	small molecule metabolic process	Gene Ontology	GO:0044281
                    	extracellular region part	Gene Ontology	GO:0044421
                    	organelle part	Gene Ontology	GO:0044422
                    	intracellular part	Gene Ontology	GO:0044424
                    	membrane part	Gene Ontology	GO:0044425
                    	nuclear part	Gene Ontology	GO:0044428
                    	Golgi apparatus part	Gene Ontology	GO:0044431
                    	cytoplasmic part	Gene Ontology	GO:0044444
                    	intracellular organelle part	Gene Ontology	GO:0044446
                    	cell part	Gene Ontology	GO:0044464
                    	single-organism process	Gene Ontology	GO:0044699
                    	single organism signaling	Gene Ontology	GO:0044700
                    	single-organism metabolic process	Gene Ontology	GO:0044710
                    	single-organism biosynthetic process	Gene Ontology	GO:0044711
                    	response to human chorionic gonadotropin	Gene Ontology	GO:0044752
                    	single-organism cellular process	Gene Ontology	GO:0044763
                    	single-organism transport	Gene Ontology	GO:0044765
                    	single-organism developmental process	Gene Ontology	GO:0044767
                    	fat cell differentiation	Gene Ontology	GO:0045444
                    	regulation of cell differentiation	Gene Ontology	GO:0045595
                    	negative regulation of cell differentiation	Gene Ontology	GO:0045596
                    	regulation of fat cell differentiation	Gene Ontology	GO:0045598
                    	negative regulation of fat cell differentiation	Gene Ontology	GO:0045599
                    	positive regulation of lipid metabolic process	Gene Ontology	GO:0045834
                    	positive regulation of fatty acid metabolic process	Gene Ontology	GO:0045923
                    	negative regulation of nucleobase-containing compound metabolic process	Gene Ontology	GO:0045934
                    	negative regulation of phosphate metabolic process	Gene Ontology	GO:0045936
                    	negative regulation of nucleotide metabolic process	Gene Ontology	GO:0045980
                    	cAMP metabolic process	Gene Ontology	GO:0046058
                    	regulation of fatty acid oxidation	Gene Ontology	GO:0046320
                    	positive regulation of fatty acid oxidation	Gene Ontology	GO:0046321
                    	ribose phosphate biosynthetic process	Gene Ontology	GO:0046390
                    	heterocycle metabolic process	Gene Ontology	GO:0046483
                    	regulation of insulin receptor signaling pathway	Gene Ontology	GO:0046626
                    	negative regulation of insulin receptor signaling pathway	Gene Ontology	GO:0046627
                    	metal ion binding	Gene Ontology	GO:0046872
                    	hormone secretion	Gene Ontology	GO:0046879
                    	regulation of hormone secretion	Gene Ontology	GO:0046883
                    	negative regulation of hormone secretion	Gene Ontology	GO:0046888
                    	secretion	Gene Ontology	GO:0046903
                    	positive regulation of biological process	Gene Ontology	GO:0048518
                    	negative regulation of biological process	Gene Ontology	GO:0048519
                    	positive regulation of cellular process	Gene Ontology	GO:0048522
                    	negative regulation of cellular process	Gene Ontology	GO:0048523
                    	regulation of response to stimulus	Gene Ontology	GO:0048583
                    	negative regulation of response to stimulus	Gene Ontology	GO:0048585
                    	cellular developmental process	Gene Ontology	GO:0048869
                    	regulation of biological process	Gene Ontology	GO:0050789
                    	regulation of developmental process	Gene Ontology	GO:0050793
                    	regulation of cellular process	Gene Ontology	GO:0050794
                    	response to stimulus	Gene Ontology	GO:0050896
                    	regulation of secretion	Gene Ontology	GO:0051046
                    	positive regulation of secretion	Gene Ontology	GO:0051047
                    	negative regulation of secretion	Gene Ontology	GO:0051048
                    	regulation of transport	Gene Ontology	GO:0051049
                    	positive regulation of transport	Gene Ontology	GO:0051050
                    	negative regulation of transport	Gene Ontology	GO:0051051
                    	negative regulation of developmental process	Gene Ontology	GO:0051093
                    	regulation of nitrogen compound metabolic process	Gene Ontology	GO:0051171
                    	negative regulation of nitrogen compound metabolic process	Gene Ontology	GO:0051172
                    	regulation of phosphorus metabolic process	Gene Ontology	GO:0051174
                    	localization	Gene Ontology	GO:0051179
                    	establishment of localization	Gene Ontology	GO:0051234
                    	cellular response to stimulus	Gene Ontology	GO:0051716
                    	cyclic purine nucleotide metabolic process	Gene Ontology	GO:0052652
                    	nucleobase-containing small molecule metabolic process	Gene Ontology	GO:0055086
                    	oxidation-reduction process	Gene Ontology	GO:0055114
                    	biological regulation	Gene Ontology	GO:0065007
                    	regulation of biological quality	Gene Ontology	GO:0065008
                    	extracellular exosome	Gene Ontology	GO:0070062
                    	glucagon secretion	Gene Ontology	GO:0070091
                    	regulation of glucagon secretion	Gene Ontology	GO:0070092
                    	negative regulation of glucagon secretion	Gene Ontology	GO:0070093
                    	cellular response to chemical stimulus	Gene Ontology	GO:0070887
                    	cellular response to organic substance	Gene Ontology	GO:0071310
                    	cellular response to peptide hormone stimulus	Gene Ontology	GO:0071375
                    	cellular response to organonitrogen compound	Gene Ontology	GO:0071417
                    	cellular response to endogenous stimulus	Gene Ontology	GO:0071495
                    	organic substance transport	Gene Ontology	GO:0071702
                    	organic substance metabolic process	Gene Ontology	GO:0071704
                    	nitrogen compound transport	Gene Ontology	GO:0071705
                    	cell periphery	Gene Ontology	GO:0071944
                    	purine-containing compound metabolic process	Gene Ontology	GO:0072521
                    	purine-containing compound biosynthetic process	Gene Ontology	GO:0072522
                    	regulation of primary metabolic process	Gene Ontology	GO:0080090
                    	regulation of peptide transport	Gene Ontology	GO:0090087
                    	regulation of peptide hormone secretion	Gene Ontology	GO:0090276
                    	negative regulation of peptide hormone secretion	Gene Ontology	GO:0090278
                    	organophosphate biosynthetic process	Gene Ontology	GO:0090407
                    	organic cyclic compound binding	Gene Ontology	GO:0097159
                    	bounding membrane of organelle	Gene Ontology	GO:0098588
                    	Golgi subcompartment	Gene Ontology	GO:0098791
                    	whole membrane	Gene Ontology	GO:0098805
                    	regulation of cellular response to insulin stimulus	Gene Ontology	GO:1900076
                    	negative regulation of cellular response to insulin stimulus	Gene Ontology	GO:1900077
                    	regulation of purine nucleotide biosynthetic process	Gene Ontology	GO:1900371
                    	negative regulation of purine nucleotide biosynthetic process	Gene Ontology	GO:1900372
                    	regulation of purine nucleotide metabolic process	Gene Ontology	GO:1900542
                    	negative regulation of purine nucleotide metabolic process	Gene Ontology	GO:1900543
                    	carbohydrate derivative metabolic process	Gene Ontology	GO:1901135
                    	carbohydrate derivative biosynthetic process	Gene Ontology	GO:1901137
                    	insulin metabolic process	Gene Ontology	GO:1901142
                    	nucleoside phosphate biosynthetic process	Gene Ontology	GO:1901293
                    	organic cyclic compound metabolic process	Gene Ontology	GO:1901360
                    	organic cyclic compound biosynthetic process	Gene Ontology	GO:1901362
                    	heterocyclic compound binding	Gene Ontology	GO:1901363
                    	organonitrogen compound metabolic process	Gene Ontology	GO:1901564
                    	organonitrogen compound biosynthetic process	Gene Ontology	GO:1901566
                    	organic substance biosynthetic process	Gene Ontology	GO:1901576
                    	response to peptide	Gene Ontology	GO:1901652
                    	cellular response to peptide	Gene Ontology	GO:1901653
                    	response to nitrogen compound	Gene Ontology	GO:1901698
                    	cellular response to nitrogen compound	Gene Ontology	GO:1901699
                    	response to oxygen-containing compound	Gene Ontology	GO:1901700
                    	cellular response to oxygen-containing compound	Gene Ontology	GO:1901701
                    	single-organism localization	Gene Ontology	GO:1902578
                    	regulation of secretion by cell	Gene Ontology	GO:1903530
                    	negative regulation of secretion by cell	Gene Ontology	GO:1903531
                    	extracellular vesicle	Gene Ontology	GO:1903561
                    	response to melanocyte-stimulating hormone	Gene Ontology	GO:1990680
                    	regulation of testosterone secretion	Gene Ontology	GO:2000843
                    	positive regulation of testosterone secretion	Gene Ontology	GO:2000845
GOslim:             	DNA binding	Gene Ontology Slim	GO:0003677
                    	extracellular region	Gene Ontology Slim	GO:0005576
                    	extracellular space	Gene Ontology Slim	GO:0005615
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cell	Gene Ontology Slim	GO:0005623
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	nuclear envelope	Gene Ontology Slim	GO:0005635
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	endoplasmic reticulum	Gene Ontology Slim	GO:0005783
                    	Golgi apparatus	Gene Ontology Slim	GO:0005794
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	NTX83486
////
Query:              	NTX83904
////
Query:              	NTX83905
////
Query:              	NTX85997
////
Query:              	NTX91175
////
Query:              	NTX91255
////
Query:              	NTX94322
Gene:               	hsa:3309	HSPA5, BIP, GRP78, HEL-S-89n, MIF2
Entrez Gene ID:      	3309
Pathway:            	Parkinson disease	PANTHER	P00049
                    	Apoptosis signaling pathway	PANTHER	P00006
                    	Antigen processing and presentation	KEGG PATHWAY	hsa04612
                    	Prion diseases	KEGG PATHWAY	hsa05020
                    	Thyroid hormone synthesis	KEGG PATHWAY	hsa04918
                    	Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141
                    	Protein export	KEGG PATHWAY	hsa03060
                    	Immune System	Reactome	R-HSA-168256
                    	Adaptive Immune System	Reactome	R-HSA-1280218
                    	Metabolism of proteins	Reactome	R-HSA-392499
                    	Unfolded Protein Response (UPR)	Reactome	R-HSA-381119
                    	Class I MHC mediated antigen processing & presentation	Reactome	R-HSA-983169
                    	Regulation of HSF1-mediated heat shock response	Reactome	R-HSA-3371453
                    	Hemostasis	Reactome	R-HSA-109582
                    	Cellular responses to stress	Reactome	R-HSA-2262752
                    	Response to elevated platelet cytosolic Ca2+	Reactome	R-HSA-76005
                    	Platelet activation, signaling and aggregation	Reactome	R-HSA-76002
                    	ATF6-alpha activates chaperone genes	Reactome	R-HSA-381183
                    	Platelet degranulation 	Reactome	R-HSA-114608
                    	PERK regulates gene expression	Reactome	R-HSA-381042
                    	ATF6-alpha activates chaperones	Reactome	R-HSA-381033
                    	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	Reactome	R-HSA-983170
                    	IRE1alpha activates chaperones	Reactome	R-HSA-381070
                    	Cellular response to heat stress	Reactome	R-HSA-3371556
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	nucleoside binding	Gene Ontology	GO:0001882
                    	purine nucleoside binding	Gene Ontology	GO:0001883
                    	regulation of protein phosphorylation	Gene Ontology	GO:0001932
                    	positive regulation of protein phosphorylation	Gene Ontology	GO:0001934
                    	glycoprotein binding	Gene Ontology	GO:0001948
                    	catalytic activity	Gene Ontology	GO:0003824
                    	binding	Gene Ontology	GO:0005488
                    	calcium ion binding	Gene Ontology	GO:0005509
                    	protein binding	Gene Ontology	GO:0005515
                    	ATP binding	Gene Ontology	GO:0005524
                    	extracellular region	Gene Ontology	GO:0005576
                    	intracellular	Gene Ontology	GO:0005622
                    	cell	Gene Ontology	GO:0005623
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	mitochondrion	Gene Ontology	GO:0005739
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	endoplasmic reticulum lumen	Gene Ontology	GO:0005788
                    	endoplasmic reticulum membrane	Gene Ontology	GO:0005789
                    	smooth endoplasmic reticulum	Gene Ontology	GO:0005790
                    	endoplasmic reticulum-Golgi intermediate compartment	Gene Ontology	GO:0005793
                    	plasma membrane	Gene Ontology	GO:0005886
                    	adherens junction	Gene Ontology	GO:0005912
                    	cell-substrate adherens junction	Gene Ontology	GO:0005924
                    	focal adhesion	Gene Ontology	GO:0005925
                    	nucleobase-containing compound metabolic process	Gene Ontology	GO:0006139
                    	transcription, DNA-templated	Gene Ontology	GO:0006351
                    	regulation of transcription, DNA-templated	Gene Ontology	GO:0006355
                    	regulation of transcription from RNA polymerase II promoter	Gene Ontology	GO:0006357
                    	transcription from RNA polymerase II promoter	Gene Ontology	GO:0006366
                    	protein folding	Gene Ontology	GO:0006457
                    	cellular protein modification process	Gene Ontology	GO:0006464
                    	protein phosphorylation	Gene Ontology	GO:0006468
                    	proteolysis	Gene Ontology	GO:0006508
                    	ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0006511
                    	cellular aromatic compound metabolic process	Gene Ontology	GO:0006725
                    	phosphorus metabolic process	Gene Ontology	GO:0006793
                    	phosphate-containing compound metabolic process	Gene Ontology	GO:0006796
                    	nitrogen compound metabolic process	Gene Ontology	GO:0006807
                    	transport	Gene Ontology	GO:0006810
                    	apoptotic process	Gene Ontology	GO:0006915
                    	movement of cell or subcellular component	Gene Ontology	GO:0006928
                    	response to stress	Gene Ontology	GO:0006950
                    	ER overload response	Gene Ontology	GO:0006983
                    	ER-nucleus signaling pathway	Gene Ontology	GO:0006984
                    	response to unfolded protein	Gene Ontology	GO:0006986
                    	activation of signaling protein activity involved in unfolded protein response	Gene Ontology	GO:0006987
                    	cell communication	Gene Ontology	GO:0007154
                    	signal transduction	Gene Ontology	GO:0007165
                    	cell surface receptor signaling pathway	Gene Ontology	GO:0007166
                    	enzyme linked receptor protein signaling pathway	Gene Ontology	GO:0007167
                    	transmembrane receptor protein serine/threonine kinase signaling pathway	Gene Ontology	GO:0007178
                    	transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0007179
                    	multicellular organism development	Gene Ontology	GO:0007275
                    	nervous system development	Gene Ontology	GO:0007399
                    	central nervous system development	Gene Ontology	GO:0007417
                    	brain development	Gene Ontology	GO:0007420
                    	protein localization	Gene Ontology	GO:0008104
                    	metabolic process	Gene Ontology	GO:0008152
                    	COP9 signalosome	Gene Ontology	GO:0008180
                    	cell death	Gene Ontology	GO:0008219
                    	catabolic process	Gene Ontology	GO:0009056
                    	macromolecule catabolic process	Gene Ontology	GO:0009057
                    	biosynthetic process	Gene Ontology	GO:0009058
                    	macromolecule biosynthetic process	Gene Ontology	GO:0009059
                    	cellular response to starvation	Gene Ontology	GO:0009267
                    	response to external stimulus	Gene Ontology	GO:0009605
                    	response to biotic stimulus	Gene Ontology	GO:0009607
                    	anatomical structure morphogenesis	Gene Ontology	GO:0009653
                    	response to endogenous stimulus	Gene Ontology	GO:0009719
                    	regulation of biosynthetic process	Gene Ontology	GO:0009889
                    	positive regulation of biosynthetic process	Gene Ontology	GO:0009891
                    	positive regulation of metabolic process	Gene Ontology	GO:0009893
                    	regulation of signal transduction	Gene Ontology	GO:0009966
                    	negative regulation of signal transduction	Gene Ontology	GO:0009968
                    	cell surface	Gene Ontology	GO:0009986
                    	cellular process	Gene Ontology	GO:0009987
                    	response to extracellular stimulus	Gene Ontology	GO:0009991
                    	response to organic substance	Gene Ontology	GO:0010033
                    	response to inorganic substance	Gene Ontology	GO:0010035
                    	response to metal ion	Gene Ontology	GO:0010038
                    	response to manganese ion	Gene Ontology	GO:0010042
                    	gene expression	Gene Ontology	GO:0010467
                    	regulation of gene expression	Gene Ontology	GO:0010468
                    	proteasomal protein catabolic process	Gene Ontology	GO:0010498
                    	regulation of macromolecule biosynthetic process	Gene Ontology	GO:0010556
                    	positive regulation of macromolecule biosynthetic process	Gene Ontology	GO:0010557
                    	positive regulation of phosphorus metabolic process	Gene Ontology	GO:0010562
                    	positive regulation of macromolecule metabolic process	Gene Ontology	GO:0010604
                    	positive regulation of gene expression	Gene Ontology	GO:0010628
                    	regulation of cell communication	Gene Ontology	GO:0010646
                    	negative regulation of cell communication	Gene Ontology	GO:0010648
                    	regulation of cell death	Gene Ontology	GO:0010941
                    	programmed cell death	Gene Ontology	GO:0012501
                    	endomembrane system	Gene Ontology	GO:0012505
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	cytoplasmic, membrane-bounded vesicle	Gene Ontology	GO:0016023
                    	RNA metabolic process	Gene Ontology	GO:0016070
                    	phosphorylation	Gene Ontology	GO:0016310
                    	pyrophosphatase activity	Gene Ontology	GO:0016462
                    	cell migration	Gene Ontology	GO:0016477
                    	protein ubiquitination	Gene Ontology	GO:0016567
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	hydrolase activity, acting on acid anhydrides	Gene Ontology	GO:0016817
                    	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	Gene Ontology	GO:0016818
                    	ATPase activity	Gene Ontology	GO:0016887
                    	regulation of transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0017015
                    	purine nucleotide binding	Gene Ontology	GO:0017076
                    	nucleoside-triphosphatase activity	Gene Ontology	GO:0017111
                    	heterocycle biosynthetic process	Gene Ontology	GO:0018130
                    	regulation of nucleobase-containing compound metabolic process	Gene Ontology	GO:0019219
                    	regulation of phosphate metabolic process	Gene Ontology	GO:0019220
                    	regulation of metabolic process	Gene Ontology	GO:0019222
                    	aromatic compound biosynthetic process	Gene Ontology	GO:0019438
                    	protein metabolic process	Gene Ontology	GO:0019538
                    	enzyme binding	Gene Ontology	GO:0019899
                    	protein domain specific binding	Gene Ontology	GO:0019904
                    	modification-dependent protein catabolic process	Gene Ontology	GO:0019941
                    	cerebellum development	Gene Ontology	GO:0021549
                    	hindbrain morphogenesis	Gene Ontology	GO:0021575
                    	hindbrain structural organization	Gene Ontology	GO:0021577
